doc_id,segment_id,sender,source_language,target_language,lp,source,mt,reference,nr_words,severity,minor,major,critical,mqm,typology_error,error,start_index,end_index
en_fr_#CLIENT-02#_default_2021-01-03-4,21,client,fr,en,fr_en,"La seconde morte, de #NAME# et #ALPHANUMERIC_ID# de #NAME#","The dead second, by #NAME# and #ALPHANUMERIC_ID#, by #NAME#","The second death, by #NAME# and #ALPHANUMERIC_ID# by #NAME#",9,critical,0,0,1,-11.11111111,Wrong Named Entity,The dead second,0,15
en_fr_#CLIENT-02#_default_2021-01-03-4,22,agent,en,fr,en_fr,"I will try to remove these books and add them again, one moment please","Je vais essayer de supprimer ces livres et de les ajouter à nouveau, un instant s'il vous plaît.","Je vais essayer de supprimer ces livres et de les ajouter à nouveau, un instant s'il vous plaît",19,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-4,23,client,fr,en,fr_en,D'accord,Ok.,Okay.,1,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-4,24,agent,en,fr,en_fr,"Thank you, now please try the next process in your e reader.","Merci, maintenant essayez le processus suivant dans votre liseuse.","Merci, veuillez maintenant essayer le prochain processus dans votre liseuse.",9,minor,1,0,0,88.88888889,Grammar,dans,47,51
en_fr_#CLIENT-02#_default_2021-01-03-4,25,agent,en,fr,en_fr,"When you sign back in with another account, you’ll need to set up your eReader again using a Wi Fi connection or #PRS_ORG#.","Lorsque vous reconnectez-vous avec un autre compte, vous devrez configurer à nouveau votre liseuse en utilisant une connexion Wi-Fi ou #PRS_ORG#.","Quand vous vous reconnectez avec un autre compte, vous devez configurer de nouveau votre liseuse en utilisant une connexion Wi-Fi ou #PRS_ORG#.",21,minor,1,0,0,95.23809524,Word Order,vous,25,29
en_fr_#CLIENT-02#_default_2021-01-03-4,26,agent,en,fr,en_fr,Have your #PRS_ORG# account username and password ready.,Votre nom d'utilisateur et votre mot de passe du compte #PRS_ORG# sont prêts.,Ayez votre nom d'utilisateur et votre mot de passe compte #PRS_ORG#.,14,major/major,0,2,0,28.57142857,Omission/Addition,/sont,0/66,0/70
en_fr_#CLIENT-02#_default_2021-01-03-4,27,agent,en,fr,en_fr,1,1,1,1,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-4,28,agent,en,fr,en_fr,Go to your Home screen.,Allez sur votre écran d'accueil.,Allez sur votre Écran d'accueil.,6,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-4,29,agent,en,fr,en_fr,2,2,2,1,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-4,30,agent,en,fr,en_fr,Tap the More (three horizontal bars) icon at the bottom of the screen.,Appuyez sur l'icône Plus (trois barres horizontales) au bas de l'écran.,Appuyez sur l'icône Plus (trois barres horizontales) en bas de l'écran.,13,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-4,31,agent,en,fr,en_fr,3,3,3,1,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-4,32,agent,en,fr,en_fr,Tap Settings.,Appuyez sur Paramètres.,Sélectionnez Paramètres.,3,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-4,33,agent,en,fr,en_fr,4,4,4,1,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-4,34,agent,en,fr,en_fr,Tap Accounts.,Appuyez sur Comptes.,Appuyez sur Comptes.,3,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-4,35,agent,en,fr,en_fr,5,5,5,1,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-4,36,agent,en,fr,en_fr,"Under #PRS_ORG#, tap Sign out.","Sous #PRS_ORG#, appuyez sur déconnexion.","Sous #PRS_ORG#, appuyez sur Déconnexion.",5,minor,1,0,0,80.0,Capitalization,déconnexion,28,39
en_fr_#CLIENT-02#_default_2021-01-03-4,37,agent,en,fr,en_fr,A confirmation screen will appear.,Un écran de confirmation apparaîtra.,Un écran de confirmation apparaîtra.,5,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-4,38,agent,en,fr,en_fr,6,6,6,1,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-4,39,agent,en,fr,en_fr,Tap Sign out.,Appuyez sur Déconnexion.,Appuyez sur Déconnexion.,3,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-4,40,agent,en,fr,en_fr,"After you sign out, follow the onscreen instructions to set up your eReader.","Une fois que vous l'aurez faite, suivez les instructions à l'écran pour configurer votre liseuse.","Une fois déconnecté, suivez les instructions à l'écran pour configurer votre liseuse.",17,minor,1,0,0,94.11764706,Agreement,l,18,19
en_fr_#CLIENT-02#_default_2021-01-03-4,41,agent,en,fr,en_fr,Please take your time.,Veuillez prendre votre temps.,Veuillez prendre votre temps.,4,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,0,client,fr,en,fr_en,"Bonjour,","Hello,","Hello,",1,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,1,client,fr,en,fr_en,J'ai acheté l'ebook Ascendance of a bookworm Part 3 Volume 3.,I bought the ebook Ascendance of a bookworm Part 3 Volume 3.,I bought the ebook Ascendance of a bookworm Part 3 Volume 3.,12,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,2,client,fr,en,fr_en,"Lorsque je le télécharge sur ma liseuse (par l'application #PRS_ORG#), le livre que je récupère n'est qu'une preview et pas le livre complet.","When I download it on my reader (via the #PRS_ORG# app), the book I get is just a preview and not the full book.","After downloading it to my eReader (via the #PRS_ORG# app), all I get is a preview, not the full book.",24,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,3,client,fr,en,fr_en,"J'ai essayé de le supprimer et de le retélécharger, et j'obtiens le même résultat à chaque fois.","I tried to delete it and re-download it, and I get the same result every time.","I tried removing it and downloading it again, but I always get the same result.",16,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,4,client,fr,en,fr_en,Comment dois-je faire pour télécharger le livre correct ?,How do I download the correct book?,How do I download the correct book?,7,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,5,client,fr,en,fr_en,Merci,Thank you.,Thank you,2,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,6,client,fr,en,fr_en,#EMAIL#,#EMAIL#,#EMAIL#,1,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,7,client,fr,en,fr_en,A noter que je fais les achats par le biais de la #PRS_ORG#,Note that I make purchases via the #PRS_ORG#.,It should be noted that I make the purchases via #PRS_ORG#,8,minor,1,0,0,87.5,Mistranslation,make,12,16
en_fr_#CLIENT-02#_default_2021-01-03-60,8,client,fr,en,fr_en,C'est celui-là et c'était le 4 janvier,It was this one and it was January 4th.,This was on January 4,9,minor/minor,2,0,0,77.77777778,Omission/Omission,/,26/34,27/35
en_fr_#CLIENT-02#_default_2021-01-03-60,9,agent,en,fr,en_fr,"Thank you for the information provided, I hope you are doing fine.","Merci pour les informations fournies, j'espère que vous allez bien.","Merci pour les informations fournies, j'espère que vous allez bien.",11,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,10,agent,en,fr,en_fr,Please let me verify your #PRS_ORG# account.,Permettez-moi de vérifier votre compte #PRS_ORG#.,Veuillez me laisser vérifier votre compte #PRS_ORG#.,6,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,11,agent,en,fr,en_fr,I will be happy to assist you.,Je serai heureux de vous aider.,Nous nous ferons un plaisir de vous aider.,6,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,12,agent,en,fr,en_fr,Please give me a moment.,Veuillez m'accorder un moment.,Veuillez me donner un moment.,5,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,13,agent,en,fr,en_fr,"Thank you for waiting, I'm sorry you have issues with the ebook you purchased.","Merci d'avoir attendu, je suis désolé que vous rencontriez des problèmes avec l'eBook que vous avez acheté.","Merci d'avoir attendu, je vous présente mes excuses que vous ayez des problèmes avec l'e-Book que vous avez acheté.",19,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,14,agent,en,fr,en_fr,What kind of device are you using to read the ebooks?,Quel type d'appareil utilisez-vous pour lire les eBooks?,Quel type d'appareil utilisez-vous pour lire les e-Books ?,9,minor,1,0,0,88.88888889,Whitespace,eBooks?,49,56
en_fr_#CLIENT-02#_default_2021-01-03-60,15,client,fr,en,fr_en,C'est une liseuse #PRS_ORG#,It's a #PRS_ORG# reader,It's a #PRS_ORG# eReader,5,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,16,client,fr,en,fr_en,#PRS_ORG# si je me souviens bien,#PRS_ORG# if I remember correctly,#PRS_ORG# if I remember correctly,5,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,17,client,fr,en,fr_en,oui c'est ça,"Yes, that's it","yes, that's right",4,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,18,agent,en,fr,en_fr,Ok.,D'accord,D'accord.,2,minor,1,0,0,50.0,Punctuation,,8,8
en_fr_#CLIENT-02#_default_2021-01-03-60,19,agent,en,fr,en_fr,"Thank you, please click repair account on the ereader.","Merci, veuillez cliquer sur le compte de réparation sur la liseuse.","Merci, veuillez cliquer sur réparer le compte sur la liseuse.",11,major,0,1,0,54.54545455,Word Order,réparation,41,51
en_fr_#CLIENT-02#_default_2021-01-03-60,20,client,fr,en,fr_en,C'est dans le menu de la liseuse ?,Is it on the reader's menu?,Is it on the eReader menu?,7,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,21,client,fr,en,fr_en,Je ne vois pas cette option.,I don't see this option.,I don't see that option.,6,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,22,client,fr,en,fr_en,OU bien il faut que je le fasse dans l'appli #PRS_ORG# sur mon pc ?,Or do I have to do it in the #PRS_ORG# app on my PC?,OR do I have to do it with the #PRS_ORG# app on my PC?,14,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,23,client,fr,en,fr_en,"Ah oui je le vois dans l'appli, je le lance","Yes, I see it in the app, I launch it","Oh yes, I see it on the app, I'm launching it",10,minor,1,0,0,90.0,Grammar,launch,28,34
en_fr_#CLIENT-02#_default_2021-01-03-60,24,client,fr,en,fr_en,C'est fait,Done.,Done.,1,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,25,agent,en,fr,en_fr,Ok.  You can find it also on the ereader,D'accord. Vous pouvez le trouver également sur la liseuse.,D'accord. Vous pouvez le trouver également sur la liseuse,10,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,26,agent,en,fr,en_fr,1,1,1,1,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,27,agent,en,fr,en_fr,Go to your Home screen.,Allez sur votre écran d'accueil.,Allez sur votre Écran d'accueil.,6,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,28,agent,en,fr,en_fr,2,2,2,1,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,29,agent,en,fr,en_fr,Tap the  Menu icon at the top of the screen.,Appuyez sur l'icône du menu en haut de l'écran.,Appuyez sur l'icône Menu en haut de l'écran.,11,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,30,agent,en,fr,en_fr,3,3,3,1,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,31,agent,en,fr,en_fr,Tap Settings.,Appuyez sur Paramètres.,Appuyez sur Paramètres.,3,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,32,agent,en,fr,en_fr,4,4,4,1,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,33,agent,en,fr,en_fr,Tap Device information.,Appuyez sur Informations sur l'appareil.,Appuyez sur Informations sur l'appareil.,6,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,34,agent,en,fr,en_fr,5,5,5,1,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,35,agent,en,fr,en_fr,"Beside Repair your #PRS_ORG# account, tap Repair.","À côté de Réparer votre compte #PRS_ORG#, appuyez sur Réparer.","À côté de réparer votre compte #PRS_ORG#, appuyez sur Réparer.",10,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,36,agent,en,fr,en_fr,6,6,6,1,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,37,agent,en,fr,en_fr,Tap Repair now.,Appuyez sur Réparer maintenant.,Appuyez sur Réparer maintenant.,4,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,38,client,fr,en,fr_en,"Ah oui, merci, j'avais pas regardé dans informations de l'appareil mais plutot dans la section compte","Yes, thanks, I hadn't looked in the device information, but rather in the account section.","Yes, thank you, I had not checked the device information, but the account section",16,minor,1,0,0,93.75,Omission,,0,0
en_fr_#CLIENT-02#_default_2021-01-03-60,39,client,fr,en,fr_en,"Le livre reste inchangé pour le moment par contre, est-ce que je dois le supprimer et le retélécharger ?","The book hasn't changed yet, but should I delete it and re-download it?","But nothing changed regarding the book, do I have to remove it and download it again?",14,minor,1,0,0,92.85714286,Addition,but,29,32
en_fr_#CLIENT-02#_default_2021-01-03-60,40,agent,en,fr,en_fr,"No, Please sign out from the #PRS_ORG# account and wait 3 minutes then sign back in again.","Non, veuillez vous déconnecter du compte #PRS_ORG# et attendez 3 minutes puis re-connectez-vous.","Non, veuillez vous déconnecter du compte #PRS_ORG# et attendez 3 minutes, puis re-connectez-vous.",14,minor,1,0,0,92.85714286,Spelling,re-connectez,78,90
en_fr_#CLIENT-02#_default_2021-01-03-60,41,client,fr,en,fr_en,C'est fait,Done.,Done,1,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,42,agent,en,fr,en_fr,Ok. Did you sign out from the account then wait 3 minutes to sign back in again on the ereader?,"D'accord. Vous vous avez déconnecté du compte, puis attendez 3 minutes pour vous re-connecter sur la liseuse?","D'accord. Vous êtes-vous déconnecté du compte, puis attendez 3 minutes pour vous re-connecter sur la liseuse ?",18,minor/major/minor,2,1,0,61.11111111,Mistranslation/Grammar/Whitespace,avez/attendez/liseuse?,20/52/101,24/60/109
en_fr_#CLIENT-02#_default_2021-01-03-60,43,client,fr,en,fr_en,"Je me suis déconnecté coté appli et liseuse, attendu 3 minutes et reconnecté juste sur l'appli pour le moment","I turned off the app and reader, waited 3 minutes and reconnected it just on the app at this moment","I signed out from the app and the eReader, waited for 3 minutes, and signed in on the app again",20,minor,1,0,0,95.0,Mistranslation,at this moment,85,99
en_fr_#CLIENT-02#_default_2021-01-03-60,44,client,fr,en,fr_en,je me sers de l'appli pour récupérer les livres sur la liseuse car j'ai des soucis de connexion au wifi  avec elle,I use the app to retrieve the books on the reader because I have problems connecting to Wifi with it,I use the app to retrieve the books on the eReader because I'm having wifi connection issues,20,minor,1,0,0,95.0,Omission,,87,88
en_fr_#CLIENT-02#_default_2021-01-03-60,45,agent,en,fr,en_fr,Ok.  no problem.,D'accord. Pas de problème.,"OK, pas de problème.",5,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,46,agent,en,fr,en_fr,please check if the ebook is on the #PRS_ORG# #PRS_ORG# app,veuillez vérifier si l'eBook est sur l'application #PRS_ORG# #PRS_ORG#,Veuillez vérifier si l'e-Book est sur l'app #PRS_ORG# #PRS_ORG#,11,minor/minor,2,0,0,81.81818182,Capitalization/Punctuation,veuillez/,0/70,8/70
en_fr_#CLIENT-02#_default_2021-01-03-60,47,client,fr,en,fr_en,"Coté appli il a fini de resynchroniser, mais le livre est inchangé","On the side of the app, it has been resynchronized, but the book has not changed","The app has just finished resyncing, but nothing has changed regarding the book",16,minor,1,0,0,93.75,Mistranslation,On the side of,0,14
en_fr_#CLIENT-02#_default_2021-01-03-60,48,client,fr,en,fr_en,"Il y est, mais c'est toujours la preview et pas le livre complet, rien n'a changé","It's there, but it's still the preview and not the full book, nothing has changed","It's there, but it's still a preview and not the full book, nothing has changed",17,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,49,agent,en,fr,en_fr,One moment please,Un instant s'il vous plaît.,Un instant s'il vous plaît.,6,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,50,agent,en,fr,en_fr,"On the #PRS_ORG# #PRS_ORG# app you have synced the ebook, right?","Sur l'application #PRS_ORG# #PRS_ORG#, avez-vous synchronisé l'eBook, n'est-ce pas?","Sur l'app #PRS_ORG# #PRS_ORG# vous avez synchronisé l'e-Book, n'est-ce pas ?",12,minor,1,0,0,91.66666667,Whitespace,pas?,79,83
en_fr_#CLIENT-02#_default_2021-01-03-60,51,client,fr,en,fr_en,"Après m'etre reconnecté, je n'ai pas fait de manip sur cet ebook en particulier, mais l'appli a l'air d'avoir retéléchargé au moins certains d'entre eux toute seule","After reconnecting, I didn't make a menu on this ebook in particular, but the app seems to have re-downloaded at least some of them alone","After singing in again, I didn't do anything with this particular ebook, but the app seems to have downloaded at least some of them on its own",26,neutral/critical/major,0,1,1,42.30769231,Source Issue/Mistranslation/Mistranslation,menu/menu/alone,36/36/132,40/40/137
en_fr_#CLIENT-02#_default_2021-01-03-60,52,client,fr,en,fr_en,Je le supprime et le retélécharge ?,Can I delete it and re-download it?,Should I remove it and download it again?,7,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,53,agent,en,fr,en_fr,"No, please don't do remove the ebook from there I will work on it again and I will ask you what to do.","Non, s'il vous plaît, ne supprimez pas l'eBook de là, je vais travailler dessus à nouveau et je vous demanderai ce que vous devez faire.","Non, s'il vous plaît ne supprimez pas les e-Books de là, je vais y travailler à nouveau et je vous demanderai quoi faire.",27,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,54,agent,en,fr,en_fr,Please give me a moment,Veuillez m'accorder un moment.,Veuillez m'accorder un moment.,5,minor,1,0,0,80.0,Mistranslation,moment,23,29
en_fr_#CLIENT-02#_default_2021-01-03-60,55,client,fr,en,fr_en,"Désolé, j'avais commencé à le faire avant de voir votre message","I'm sorry, I started doing this before seeing your message.","Sorry, I started before I saw your message",11,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,56,client,fr,en,fr_en,"L'ebook est de nouveau là, j'attends votre message avant de retoucher à quoi que ce soit","The ebook is here again, I'm waiting for your message before retouching anything","The ebook is here again, I'll wait for your message before doing anything",14,minor,1,0,0,92.85714286,Mistranslation,retouching,61,71
en_fr_#CLIENT-02#_default_2021-01-03-60,57,agent,en,fr,en_fr,Ok.,D'accord,D'accord.,2,minor,1,0,0,50.0,Punctuation,,8,8
en_fr_#CLIENT-02#_default_2021-01-03-60,58,agent,en,fr,en_fr,Please sign out from the #PRS_ORG# account on the #PRS_ORG# #PRS_ORG# app and wait 3 minutes then sign back in again.,Veuillez vous déconnecter du compte #PRS_ORG# sur l'application #PRS_ORG# #PRS_ORG# et attendez 3 minutes puis connectez-vous à nouveau.,"Veuillez vous déconnecter du compte #PRS_ORG# sur l'app #PRS_ORG# #PRS_ORG# et attendre 3 minutes, puis vous re-connecter.",19,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,59,client,fr,en,fr_en,je suis déconnecté,I am disconnected,I'm offline,3,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,60,agent,en,fr,en_fr,Ok.,D'accord,D'accord.,2,minor,1,0,0,50.0,Punctuation,,8,8
en_fr_#CLIENT-02#_default_2021-01-03-60,61,agent,en,fr,en_fr,Please let me know if you can open the ebook on the #PRS_ORG# #PRS_ORG# app?,Pouvez-vous me dire si vous pouvez ouvrir l'eBook sur l'application #PRS_ORG# #PRS_ORG#?,S'il vous plaît laissez-moi savoir si vous pouvez ouvrir l'e-Book sur l'app #PRS_ORG# #PRS_ORG# ?,14,minor,1,0,0,92.85714286,Whitespace,#PRS_ORG#?,78,88
en_fr_#CLIENT-02#_default_2021-01-03-60,62,client,fr,en,fr_en,"la synchronisation est finie, toujours pareil","The synchronization is complete, it's still the same","Syncing is over, still the same issue",9,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,63,client,fr,en,fr_en,"Le livre est incomplet, ce n'est qu'un extrait et pas le livre complet","The book is incomplete, it is just an extract and not the complete book","The book is incomplete, it's only an excerpt and not the full book",14,minor,1,0,0,92.85714286,Mistranslation,extract,38,45
en_fr_#CLIENT-02#_default_2021-01-03-60,64,agent,en,fr,en_fr,Where do you see the ebook on the computer or the ereader?,Où voyez-vous l'eBook sur l'ordinateur ou la liseuse?,Où voyez-vous l'e-Book sur l'ordinateur ou sur la liseuse ?,10,minor,1,0,0,90.0,Whitespace,liseuse?,45,53
en_fr_#CLIENT-02#_default_2021-01-03-60,65,client,fr,en,fr_en,"l'ebook s'ouvre (et il s'est toujours ouvert), mais le contenu n'est pas le livre complet","The ebook opens (and it's still opened), but the content is not the complete book","the ebook opens (and it has always opened), but the content is not the full book",16,minor,1,0,0,93.75,Grammar,opened,32,38
en_fr_#CLIENT-02#_default_2021-01-03-60,66,client,fr,en,fr_en,"là, sur l'appli","There, on the app.",on the app,4,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,67,client,fr,en,fr_en,mais lundi je l'avais récupéré sur la liseuse et c'était pareil,But on Monday I recovered it on the reader and it was the same,but on Monday I retrieved it on the eReader and it was the same,14,,0,0,0,100.0,,,,
en_fr_#CLIENT-02#_default_2021-01-03-60,68,agent,en,fr,en_fr,Do you have the ereader connected on the computer?,Avez-vous la liseuse connectée à l'ordinateur?,La liseuse est-elle connectée à l'ordinateur ?,7,minor,1,0,0,85.71428571,Whitespace,l'ordinateur?,33,46
en_fr_#CLIENT-02#_default_2021-01-03-60,69,client,fr,en,fr_en,"Non, je ne l'ai pas connecté pendant qu'on faisait les manips","No, I didn't connect it while tapping.","No, I didn't connect it while we were doing these actions",8,neutral/critical,0,0,1,-25.0,Source Issue/Mistranslation,tapping/tapping,30/30,37/37
en_fr_#CLIENT-02#_default_2021-01-03-60,70,client,fr,en,fr_en,"Je peux la connecter au besoin, mais si le  livre n'apparait pas comme il faut dans l'appli, je suppose que ce sera pareil sur la liseuse","I can connect it if necessary, but if the book doesn't appear as it should on the app, I assume it will be the same on the reader","I can connect it, but if the book does not show correctly in the app, I guess it will be the same on the eReader",29,,0,0,0,100.0,,,,
